ID,DOI,TITLE,PUBLICATION YEAR,QUALITY CRITERIA,INCLUSION DECISION,Challenges,RQ1,RQ2,RQ3,Motivo de reprovação:
7,10.1145/3706598.3713927,Understanding VR Accessibility Practices of VR Professionals,2025,"CQ1, CQ2, CQ3",Included,"* Inconsistencies in user preferences can make the analysis of accessibility requirements more difficult;

* Many professionals reported not considering open-source accessibility toolkits. Some noted that developing accessible VR toolkits is complex due to the challenges in understanding the situations of users with disabilities;

* Some professionals highlighted that user experience design for VR products requires more effort than for standard software products;

* Prototyping tools (e.g., Figma) are not suitable for evaluating UI/UX in an immersive VR context;

* Interface and interaction design in VR differ from traditional software, and standard tools do not fully support this context;

* Some professionals stated that VR software projects involve multiple resources and files, potentially making project management more complex;

* Many VR professionals reported a lack of clear guidelines for developing accessible VR software;

* 60% of developers find it challenging to make accessibility design decisions in VR when dealing with users with disabilities;

* 64% of developers agree that there are no mature open-source frameworks to support the development of accessibility features in VR;

* Developers recognize that additional effort is required for testing and evaluating accessibility in VR (~77%);

* Excessive focus on accessibility may make VR products less user-friendly for the general audience;

* Hardware-related issues are a significant factor in not considering accessibility in VR (105 mentions);

* VR hardware resources still pose significant challenges for accessibility;

* Tools are unable to compensate for physical limitations (e.g., vision), making accessibility more difficult;

* VR headsets may restrict movement and cause discomfort for users;

* The diversity of users with disabilities and their varying needs is a major challenge;

* Current frameworks do not adequately address the diversity of needs of users with disabilities;

* Lack of user familiarity with VR makes it difficult to gather quality requirements;

* Unclear user requirements are one of the main reasons for neglecting accessibility in VR (52 mentions);

* Standardization of accessibility in XR is one of the major challenges;

* Developing accessibility features in VR is considered a complex task;

* Complex technical solutions are one of the reasons for not considering accessibility in VR (71 mentions);

* Testing and evaluating accessibility in VR is a significant challenge.
","* Only a few VR professionals have a deep understanding of accessibility, indicating a generally low level of expertise on the topic;

* Many VR developers lack knowledge or are not familiar with the concept of accessibility in VR;

* Accessibility education in VR is limited in programs such as design, computer science, and software engineering, which impacts professional training;

* Developers with limited experience in traditional software development tend to have limited knowledge of accessibility;

* More experienced professionals (e.g., technical leads) and UI/UX designers demonstrate a broader understanding of accessibility in VR;

* Some professionals gather user requirements through online communities and forums;

* Despite these efforts, there is still a professional knowledge gap in effectively evaluating VR systems for users with disabilities;

* Few developers use standards such as XAUR for accessibility testing in VR (~18%);

* Lack of professional knowledge and specialized teams is one of the reasons for not considering accessibility in VR;

* Lack of professional knowledge is a central challenge in VR accessibility;

* Lack of knowledge about testing and evaluation is one of the reasons for not considering accessibility in VR (93 mentions).
","* In sectors such as education and healthcare, accessibility requirements are more prioritized during elicitation;

* Developers do not prioritize incorporating accessibility requirements based on user feedback throughout project iterations;

* Even when collecting user feedback, developers often neglect accessibility requirements;

* Developers consider accessibility requirements for users with disabilities but overlook certain types. They mainly consider auditory impairments, operational difficulties, and motion sickness, while neglecting others such as olfactory impairments;

* 48% of respondents consider accessibility in VR to be a central task during the requirements engineering phase;

* Accessibility requirements in VR differ from those in traditional software during RE phases;

* Most professionals stated that the VR development process differs from traditional development processes, except for the use of object-oriented programming languages;

* Experiences and interaction methods from traditional games are not directly applicable to the VR context;

* 57% of developers perceive that prioritizing accessibility in the design phase in VR may compromise the overall user experience;

* Although most professionals prioritize evaluating effectiveness, usability, feasibility, and learnability, they tend to neglect the importance of evaluating VR accessibility requirements;

* Many VR professionals provide training to use VR systems, including manuals and hardware instructions. However, most do not fully consider users with disabilities in these trainings;

* Human factors influence the lack of consideration for accessibility due to the variability of user needs (e.g., color blindness);

* Developers focus only on simple operational preferences and ignore more complex needs (e.g., cognitive impairments);

* Developers prioritize hardware improvements and overall experience over accessibility;

* Companies in less developed regions tend to neglect accessibility or lack knowledge about the topic;

* Economically developed regions tend to pay more attention to accessibility standards and laws;

* Costs and market factors contribute to the lack of consideration for accessibility in VR.
","* Developers use interviews and surveys as the main approach to elicit accessibility requirements;

* Developers use market research and competitor analysis to guide requirement definition;

* User requirements are derived from market rules and trend analysis before the prototyping phase;

* Use of VR as a tool to collect requirements, allowing users to interact with models and provide feedback;

* Developers conducted in-person visits and interviews to identify specific needs of users with disabilities (e.g., autism);

* Developers use methods such as “persona” and “user story” for analyzing accessibility requirements;

* VR testing is mostly conducted internally, with little participation from users with disabilities;

* Tests are carried out by developers, designers, and QA professionals, not always with a focus on accessibility;

* Testing focuses on aspects such as fluidity, interaction, responsiveness, and visual clarity;

* Hardware compatibility testing is conducted to support users with specific disabilities;

* None of the participants reported using specific tools for VR accessibility testing;

* Many professionals indicated that they rarely consider recruiting users with disabilities to evaluate VR systems.
",NOT APPLICABLE
52,10.1109/CDMA61895.2025.00016,Automating Accessibility Compliance: Leveraging Machine Learning to Analyze Developer Challenges with WCAG Guidelines,2025,"CQ1, CQ3",Included,,,"* Programmers typically face a significant burden due to the complex and time-consuming manual process of ensuring compliance.
","* Automatically detecting accessibility guidelines in developers’ posts improves the accessibility testing process;

* Machine learning–based tools can identify accessibility issues, helping to apply guidelines more efficiently and consistently. They also enable fast and scalable accessibility evaluation in large websites and applications;

* Despite the existence of many guidelines and regulations, there is still a lack of tools that effectively help developers follow these standards. Machine learning can identify patterns in these posts and detect accessibility challenges, improving the accuracy and efficiency of accessibility testing.
",NOT APPLICABLE
43,10.1109/IEEM58616.2023.10406733,Managing Accessibility Requirements in Web Application Development Projects: The Perspectives from Research and the Industry,2023,"CQ1, CQ2, CQ3",Included,"* Regarding accessibility barriers: complexity of accessibility guidelines.
","* Developers involved in the study tend to use formal web accessibility guidelines during the development process and apply them to their products;

* 65.7% of participants reported applying WCAG;

* Regarding accessibility barriers: lack of knowledge and training;

* Regarding accessibility barriers: lack of familiarity with assistive technologies;

* Factors associated with more accessible web applications include following formal accessibility guidelines and applying WCAG;

* Regarding the knowledge required to develop accessible web applications: 96.7% reported knowledge of accessibility guidelines; 86.7% reported knowledge of evaluation methods and testing tools; 85% reported knowledge of web development languages and tools; and 73.3% reported knowledge of assistive technologies.
","* 62.7% reported delivering accessible web applications;

* Ways to improve accessibility in web applications include: increasing accessibility knowledge among all stakeholders, increasing the number of accessibility specialists in the development process, strengthening applicable laws and regulations, adding new phases in the development process to address accessibility requirements, and involving users with disabilities in the development process in various roles;

* Factors associated with more accessible web applications include: recognizing the lack of consideration for accessibility in the development process and the lack of knowledge among IT professionals, increasing the number of accessibility specialists in the development process as an effective measure, acknowledging the risk of legal complications for organizations, and being aware of usability challenges caused by web applications that do not meet accessibility requirements.
","* Regarding methods for evaluating web applications, respondents identified manual testing using simulation tools as the most effective method, followed by automated testing and evaluations conducted by users with disabilities;

* Ways to improve accessibility in web applications include using relevant and advanced tools in the development process and restructuring WCAG;

* Factors associated with more accessible web applications include recognizing manual testing, supported by tools and metrics, as an effective method for evaluating accessibility.
",NOT APPLICABLE
133,10.48550/arXiv.2409.07945,Exploring Accessibility Trends and Challenges in Mobile App Development: A Study of Stack Overflow Questions,2025,"CQ3, CQ4",Included,"* Developers face difficulties integrating screen readers (VoiceOver and TalkBack) into mobile applications;

* Issues mainly occur in UI components and data visualizations, such as tables, lists, and collections;

* Developers struggle to implement gesture-based navigation with screen readers;

* On Android, there are challenges in configuring and implementing custom accessibility services;

* Common issues include permissions, device compatibility, manifest configuration, and functionality after system reboot;

* Developers face difficulties in making UI elements and interactions accessible (buttons, text, images, input fields);

* Common problems include redundant descriptions and hints, failures in field updates, focus and navigation errors, overlapping pop-ups/dialogs, and incorrect reading of items, which can confuse screen reader users;

* Developers encounter challenges when implementing multilingual support and integrating Text-to-Speech (TTS), including conflicts with services like TalkBack and issues in reading non-standard text (acronyms, special characters, and mathematical expressions), as well as ambiguities affecting TTS output;

* There are also challenges in implementing gestures and touch interactions (swipe, long press, zoom, double-tap, explore-by-touch), especially when integrating with accessibility services and screen readers;

* Additional challenges include implementing dynamic text sizing and font adjustments, such as adapting to accessibility settings, integrating with iOS/Android/Flutter APIs, and maintaining interface consistency across elements like buttons, lists, and grids.
","* Due to the challenges in incorporating accessibility requirements, accessibility training in mobile applications represents an opportunity.
","* QP3 of the study indicates that mobile developers support users with visual impairments;

* Developers recognize the value of accessibility requirements in improving overall app quality and expanding the user base;

* Organizations should prioritize specialized accessibility training for their developers;

* Developers and analysts should explicitly define accessibility requirements during requirements elicitation to ensure applications support users with disabilities. Considering accessibility from the beginning allows it to be integrated into the system architecture and interface;

* Teams can involve accessibility specialists or provide training, reducing rework during development.
","* Developers face difficulties with accessibility testing and debugging tools (e.g., Accessibility Inspector, Appium Inspector, XCTest, KIF), especially when integrating automated tests, comparing results across tools, and validating accessibility features across different platforms;

* Addressing low perceived ease of use (PEOU) through better tools, documentation, and community support is essential for the adoption of accessibility requirements in mobile applications;

* The study highlights the need for more advanced and user-friendly tools;

* The use of accessibility testing frameworks and libraries (e.g., Axe) can facilitate the integration of accessible components.
",NOT APPLICABLE
81,10.1007/978-3-030-58796-3_35,"How Web Professionals Perceive Web Accessibility in Practice: Active Roles, Process Phases and Key Disabilities",2020,"CQ1, CQ2, CQ3",Included,,,"* Regarding responsibility for web accessibility within organizations: 49.1% attribute it to interaction design professionals, 46% to development professionals, 41.7% to user research and usability testing, 36.2% to visual design, and 33.1% to accessibility experts. Management roles (16%) and functional testing (12.9%) were the least mentioned;

* Regarding the development phases in which web accessibility is considered: implementation (68.1%) and design (63.8%) were the most mentioned, followed by analysis (33.7%), operation (33.1%), and deployment (26.4%). Additionally, a significant portion of participants reported that web accessibility is not considered at all in their organization’s development process (22.1%);

* Regarding which disabilities are considered by organizations, in descending order: visual impairments, blindness, motor impairments, deafness, hearing impairments, and learning and attention disorders;

* Accessibility experts were mentioned less frequently in terms of organizational responsibility, which may indicate that they are more focused on promoting general awareness of web accessibility rather than being directly involved in project development;

* Non-technical roles are less aware of accessibility issues, which may hinder the adoption of strategies that promote accessibility at the organizational level;

* Web accessibility is more frequently considered during the design and implementation phases, with little mention of its consideration when adding new features after the product is already operational;

* Web accessibility is rarely considered during the analysis phase, possibly due to the perception that it benefits only a small group of users and offers low competitive value for companies.
",,NOT APPLICABLE
83,10.1007/s10209-017-0603-3,"Web accessibility in Turkey: awareness, understanding and practices of user experience professionals",2017,"CQ1, CQ2, CQ3",Included,,"* Regarding accessibility training: 29% reported never having received any training in web accessibility. Among the remaining participants, 28% and 21% received training during postgraduate and undergraduate education, respectively. 18% participated in company-organized training programs, 16% took online courses, 7% held a certification, and 22% were involved in projects related to accessibility in work or postgraduate contexts;

* 90% of participants who received internal accessibility training, 94% of those who took online courses, and 100% of those with accessibility certifications work in the private sector, mainly in IT, finance, and telecommunications;

* Among participants who conducted projects or studies in web accessibility, 60% work in the private sector, and only one participant had completed a specific postgraduate degree in the area;

* Many UX professionals reported low knowledge of web accessibility standards: 43% were not familiar with WCAG, and only three participants reported having good knowledge of these guidelines;

* Lack of knowledge also extends to other standards: 58% were not familiar with ATAG, 55% with UAAG, 58% with ISO 9241-171, and 51% with ISO 9241-210;

* Participants with postgraduate studies in web accessibility demonstrated greater familiarity with international accessibility guidelines and standards;

* In contrast, participants with certifications, university courses, or online/internal training showed lower levels of knowledge about these guidelines and standards;

* 42 participants (37%) reported having no knowledge of any international accessibility guideline or standard presented in the study;

* Among those with no knowledge of any accessibility guideline or standard, nearly half (n = 19) had no prior accessibility training, indicating that training programs can help increase knowledge and awareness among UX professionals;

* 69% of participants (n = 78) reported knowing how people with disabilities use web applications; 21% (n = 24) said they did not know, and 9% (n = 10) were unsure whether such users engage with web applications;

* Despite this, only 15% (n = 17) had developed web applications for people with disabilities, while 27% (n = 31) had no experience in this area. Additionally, a significant portion (27%, n = 31) did not know how to develop such applications;

* Among participants without experience in this type of development, 68% (n = 21) worked in large organizations. Moreover, half of those who did not know how people with disabilities use web applications (n = 12) had no prior training in accessibility, while 77% (n = 61) of those who did know had participated in training or courses;

* Among assistive technologies, participants were most familiar with voice recognition (39%, n = 44), followed by screen magnifiers (31%, n = 35) and screen readers (30%, n = 34);

* Other technologies mentioned include Braille printers (20%, n = 23), alternative keyboards (19%, n = 21), and alternative mice/joysticks (16%, n = 18), while only 5% (n = 6) reported no familiarity with assistive technologies;

* Suggestions to improve web accessibility education include offering open courses, providing training materials, and translating WAI training materials into Turkish;

* Suggestions to improve accessibility integration in development include increasing awareness among UX professionals about the need to incorporate accessibility into their projects.
","* Participants who had already developed web applications for people with disabilities mainly worked in the IT (n = 6) and education (n = 6) sectors;

* 32% of participants (n = 36) indicated that their interest in web accessibility is related to the idea of inclusion, enabling everyone to use the web;

* Other motivations include developing better products (27%, n = 30), research opportunities (12%, n = 13), ethical reasons (10%, n = 11), and search engine optimization (8%, n = 9);

* Among organizational motivations for adopting web accessibility, the most cited were inclusion (19%, n = 21), client requirements (14%, n = 16), developing better products (12%, n = 13), increasing revenue (12%, n = 13), organizational requirements (6%, n = 7), and legal compliance (5%, n = 6);

* Only 17% of professionals (n = 19) stated that their organizations consider accessibility very important, while 21% (n = 24) said their organizations do not value it, and 66% (n = 74) work in organizations with a moderate or low attitude toward web accessibility;

* 69% of UX professionals (n = 78) reported that they had not considered web accessibility in previous projects, while 31% (n = 35) had included it, with an average of 4.2 years of experience in such projects;

* Nearly half of the participants (50%, n = 57) believe that the product manager is responsible for ensuring accessibility, followed by UX designers (36%, n = 41), UI designers (35%, n = 40), project managers (35%, n = 39), UX managers (34%, n = 38), and developers (33%, n = 37);

* UX professionals who implemented accessibility in projects reported challenges related to increased costs and longer project timelines;

* Time and resource constraints during the development cycle were also identified as barriers to ensuring web accessibility;

* Difficulty in fully understanding the needs of people with disabilities was reported, especially since accessibility is not always seen as a requirement and accessibility requirements are not always defined before development begins;

* Interface design issues were also mentioned, such as the absence of subtexts and the use of visual elements without textual equivalents. Even when designers include subtexts and tags in the code, these elements may be overlooked due to time and resource constraints;

* Lack of knowledge and awareness about web accessibility among professionals was highlighted, along with difficulties in maintaining accessibility when new content is added by editors who do not follow accessibility practices;

* Only 17% of UX professionals (n = 19) work directly with people with disabilities in projects, although all of them consider accessibility during development;

* The main reasons for not considering accessibility in projects were lack of awareness (21%, n = 24), absence of demand from clients or users (19%, n = 21), and lack of training in accessibility (15%, n = 17);

* Other factors reported include accessibility being out of project scope (14%, n = 16), time constraints (12%, n = 14), lack of management support for accessibility initiatives (12%, n = 13), and the perception that accessibility is the responsibility of other team members (12%, n = 13);

* Additional challenges include insufficient resources to implement accessibility (11%, n = 12), low levels of accessibility knowledge (10%, n = 11), budget constraints (9%, n = 10), and lack of clear guidelines or regulations to support implementation (6%, n = 7);

* Suggestions to increase awareness about web accessibility include demonstrating the importance of inclusion for governmental organizations and encouraging civil society engagement in supporting the community;

* Suggestions to encourage organizational adoption include demonstrating the business benefits of accessibility, such as reaching more users and increasing profits;

* Suggestions to improve organizational responsibility include ensuring that UX professionals and other stakeholders understand that accessibility is a requirement, not an optional feature that can be ignored or postponed.
","* Accessibility evaluation methods used by participants included testing with people with disabilities (15 participants) and checking compliance with accessibility guidelines (8 participants). Other reported methods were the use of assistive technologies (n = 4), CSS validation (n = 4), HTML validation (n = 4), and testing with older adults (n = 4). No participants reported using automated accessibility evaluation tools;
",NOT APPLICABLE
63,10.1007/s10209-024-01174-3,Understanding developer challenges and trends in web accessibility: a stack overflow analysis,2025,"CQ3, CQ4",Included,"*Statistical Focus and Impact: The analysis identified that discussions revolve around three main aspects: flexibility and efficiency of time-based content, keyboard navigation, and aesthetic design, which together account for more than 60% of the reported accessibility issues;

* Despite the availability of a wide range of guidelines, developers may face obstacles in making websites accessible, particularly in adopting accessibility best practices, such as assigning accessibility attributes for screen readers and other tools, or handling accessibility-related warnings.
","* Visual accessibility as a foundation: Considering various aspects to accommodate people with visual impairments (including blindness) can serve as an initial step for developers to understand and implement all types of accessibility requirements;

* Web developers lack knowledge of how assistive technologies work. This highlights the absence of comprehensive guidelines to understand how individuals with disabilities interact with web applications.
","* Although the analyzed posts mainly focus on non-visual access, there is evidence that developers are also concerned with other topics related to supporting different types of disabilities.
","* Introducing accessibility-related discussions on Stack Overflow could facilitate the dissemination and enrichment of knowledge on this critical topic;

* This suggests that the availability of standalone guidelines may be insufficient, as a more practical approach—along with user-friendly tools and platforms—could be essential to guide developers through the complex process of achieving web accessibility.
",NOT APPLICABLE
65,10.1007/s10209-023-00980-5,"Understanding mindsets, skills, current practices, and barriers of adoption of digital accessibility in Kuwait’s software development landscape",2023,"CQ1, CQ2, CQ3",Included,,"* Most IT professionals reported an intermediate level of experience in development, UI/UX, usability, and/or accessibility; however, the majority had not received training in these areas in the past two years;

* Approximately 32% of professionals reported having received accessibility training in the last two years;

* Around 13% of IT professionals stated that they apply accessibility in all their projects; however, none demonstrated knowledge of international web accessibility guidelines (WCAG);

* Among IT managers, 22% reported having received accessibility training in the last two years; however, only 2.7% stated that they always apply accessibility in their projects;

* Among IT managers, 21% reported having received UX/UI training in the last two years, with 69% of these trainings undertaken on their own initiative;

* The results indicate that both technical professionals and IT managers have low exposure to people with disabilities and limited knowledge of how these individuals use the Web;

* Among technical IT professionals, 66% reported having personally interacted with people with disabilities; when asked how different groups use the Web, on average, 27% indicated they did not know that people with disabilities could use the Web, 20% stated they knew they do but did not know how, and 38% reported knowing how they use it but not how to develop appropriate technologies for them. In practice, 13% reported having developed technologies for this group at some point, and only 3% stated they always do so;

* Among IT managers, 54% reported having interacted with people with disabilities; on average, 27% indicated they did not know that people with disabilities could use the Web, 30% stated they knew they do but did not know how, 28% reported knowing how they use it but not how to adapt technologies, 12% stated they had developed technologies for this group, and only 3% reported always doing so;

* Regarding knowledge of assistive technologies (such as JAWS, NVDA, VoiceOver, TalkBack, Dragon, text readers, screen magnifiers, Braille, eye tracking, and alternative devices), on average, 42% of technical professionals reported being aware of these technologies, 7% had used them, and 50% were not familiar with them; among managers, 41% reported awareness, 9% had used them, and 50% were not familiar;

* Regarding international accessibility guidelines and standards (WCAG, UAAG, ARIA, ISO 9241-210, ISO 30071, and KDAF), on average, 77% of technical professionals reported never having heard of these standards, 10% had seen someone apply them, 8% had read about them, 4% had applied them on their own initiative, and only one participant reported applying them due to regulatory requirements. No technical professional reported systematically applying these standards;

* Among IT managers, on average, 66% reported never having heard of international accessibility standards, 15% had seen someone apply them, 11% had read about them, 2% had applied them on their own initiative, 5% reported applying them due to regulatory requirements, and only one participant reported always applying them;

* Regarding challenges in considering accessibility during development, 68% of IT professionals identified lack of awareness as the main barrier, 49% pointed to lack of skills or knowledge, and 49% mentioned lack of training;

* When asked about factors that could improve the adoption and implementation of accessibility, 82% indicated the need for awareness and training for web developers, and 41% suggested including the topic in undergraduate and postgraduate education;

* When asked whether they knew how to assess whether accessibility requirements were met in contracted projects, 12.2% of managers stated they were capable of performing such evaluation, while 87.8% reported having only some idea or not knowing how to do it;

* To assess the level of technical knowledge about accessibility, technical professionals answered a set of questions related to the implementation of WCAG POUR principles during the design and development phases, as presented in Table 18.
","* 47% of IT professionals working in development, UI/UX, usability, and/or accessibility pursued training on their own initiative, indicating a gap between the demand for qualification and the support provided by organizations (on average, only 10% receive employer-supported training);

* When asked about factors motivating the consideration of accessibility in software development, 72% of IT professionals indicated personal/ethical motivation as the main factor, 56% mentioned social responsibility, 32% cited organizational requirements and 32% client requirements, 23% indicated business reasons, 8% mentioned legal obligations, and 11% stated they did not know why accessibility should be considered;

* Regarding challenges in considering accessibility during development, 41% pointed to time constraints;

* When asked about factors that could improve the adoption and implementation of accessibility, 50% mentioned empathy/equal rights, 47% cited enforcement of legislation, 46% organizational requirements, 40% managerial support, and 35% economic benefits;

* Among projects developed by organizations, 28.4% are developed in-house, 12% involve other procurement formats, and 17.6% of respondents reported not knowing the acquisition methods used by their companies;

* 47.3% of companies have never received or contracted a project from a Kuwait-based company that included accessibility requirements, 23% reported that they have, and 29.7% did not know;

* In the final decision-making process for externally contracted projects, 56.75% of managers reported having authoritative input, 27% reported being rarely involved, and 16.2% stated they had no involvement. Final decision-makers included CEOs/General Managers, associates, IT directors or managers, sales/procurement departments, and project managers;

* Regarding hiring external agencies for accessibility testing, 67.6% of managers reported not engaging in this practice, 14.9% said they do, and 17.6% did not know whether it occurs in their organization;

* When asked about how often accessibility is discussed during projects, 47.3% of managers reported that it is not discussed, 12.2% said it is mentioned at most once, 35% indicated it arises occasionally or at key points, and 5.4% reported that it is discussed in every meeting;

* Among technical professionals, 42.8% reported that companies or clients always require websites to be accessible, 16.5% said this requirement sometimes exists, and 41% stated that it is never considered;

* When asked who is responsible for making websites accessible, 69% indicated web developers, 44% systems analysts, 43% IT managers, 44% internal accessibility specialists, and 3% mentioned other roles, including senior management and UX designers;

* Regarding the development stages in which accessibility is considered or tested, 33% indicated the requirements analysis phase, 42% the initial design phase (wireframes), 19.7% high-fidelity design, 38.5% development, 56% testing, 4.4% final approval, and 12% after website deployment.
","* On average, approximately 15% of participants reported having used some form of assistive technology, indicating low practical familiarity with these tools;

* Regarding technology project acquisition processes within organizations, 43.2% of projects are obtained through Request for Information (RFI), Request for Quotation (RFQ), or Request for Proposal (RFP);

* Regarding automated accessibility testing tools, 19.78% of participants reported being familiar with AChecker, 26.37% with WAVE, 5.49% with TAW, 4.40% with SortSite, 10.99% with aXe, and 45.05% mentioned other tools; among the responses, 31 participants reported not being familiar with any of these tools, and some mentioned general testing tools such as Selenium.
",NOT APPLICABLE
96,10.1007/s10209-025-01210-w,Evaluating and monitoring digital accessibility: practitioners’ perspectives on challenges and opportunities,2025,"CQ1, CQ2, CQ3",Included,"* Current challenges include lack of awareness, complex development processes, and compliance gaps;

* Mobile development is complex due to device diversity, varied contexts, and lack of standardization;

* Mobile accessibility evaluation presents unique challenges and involves subjectivity in analysis;

* Automated testing tools face limitations and complexity in mobile environments;

* There is a lack of specialized tools for testing accessibility in mobile applications;

* Accessibility requirements can be contradictory and difficult to interpret;

* Accessibility criteria vary across platforms, making standardization difficult;

* Automated tools may produce misleading results and do not fully cover accessibility issues;

* Automated testing does not fully replace manual testing;

* AI systems have limitations and depend on data quality and human guidance;

* AI struggles to interpret human judgment and automatically generated content;

* There are risks associated with AI use, including the spread of incorrect or harmful information;

* There have been improvements in web accessibility due to legislation, but challenges remain in implementation and enforcement;

* Accessibility reports are complex and not very useful for developers, making practical action difficult;

* The absence of accessibility statements is a significant barrier to digital accessibility;

* There are challenges related to additional requirements from the EN 301 549 standard and its dependency on WCAG;

* The complexity of EN 301 549 requirements creates difficulties for adoption;

* There is confusion in interpreting compliance standards and difficulty in practical application;

* The complexity and low usability of EN 301 549 hinder its practical adoption;

* Generating accessibility reports requires a high level of technical expertise;

* Developers and designers must invest additional effort and time to ensure full accessibility in components.
","* Digital accessibility training occurs through different approaches, including self-learning and on-the-job learning;

* Most participants acquired knowledge in digital accessibility through self-learning;

* There is a lack of high-quality courses in digital accessibility and insufficient coverage of the topic in existing programs;

* There is a shortage of qualified professionals in digital accessibility;

* Understanding digital accessibility requires broad knowledge, including a deep understanding of different disabilities;

* The effectiveness of automated testing depends on proper training and awareness of accessibility among those involved;

* There is a critical need to increase awareness and understanding of accessibility;

* There is a generally low level of awareness about disability and accessibility, indicating the need for greater understanding;

* Developers should keep up with technological trends and understand the diverse needs of users;

* Developers should stay up to date, participate in communities, and adapt to changes in user needs.
","* Developers advocate for more unified interpretations of WCAG guidelines and updates to standards;

* The intersection between AI and accessibility requires attention to human and ethical aspects;

* There is a need to integrate accessibility into university curricula to improve professional training;

* Accessibility should be treated as a core part of the curriculum, not as an add-on;

* Accessibility education should be incorporated not only for developers but also for designers;

* It is important to teach universal design principles from the beginning of education;

* Courses should broaden the understanding of accessibility beyond disabilities, including usability aspects;

* Developers recognize the existence of standards (e.g., WCAG 2.1) but question their adequacy for mobile applications;

* There is optimism regarding the improvement of accessibility requirements through collaboration and standardization at the European level;

* Participants show confidence in the potential of AI to improve accessibility;

* AI can have a transformative impact on accessibility and expand possibilities for users with disabilities;

* There is a need for stricter enforcement of accessibility laws;

* Lack of knowledge on how to file complaints reduces the effectiveness of reporting mechanisms;

* There is a need to revise standards to make them more accessible and easier to apply;

* Budget constraints impact the ability to evaluate and implement accessibility;

* High costs hinder accessibility adoption, especially for small organizations;

* Organizations may misrepresent compliance and overestimate their accessibility readiness;

* Participants acknowledged the complexity of digital accessibility;

* It is important to expand discussions on accessibility beyond the digital context;

* Integrating accessibility into the corporate context is an ongoing process that requires internal expertise, training, and practical experience;

* Practical experience, continuous awareness, and embedding accessibility into daily processes are essential factors;

* Management support and developer responsibility are key to implementing accessibility in organizations;

* There is a need to change developers’ perceptions of accessibility, emphasizing early training and strict adherence to standards;

* Accessibility should be considered from the beginning of development, not only after the system is complete.
","* Accessibility evaluation practices are still predominantly manual and based on WCAG 2.1 guidelines;

* Tools such as WAVE and Axe are used as support in accessibility evaluation;

* Developers emphasize the importance of strategies to prevent accessibility barriers when using AI;

* Research opportunities include mobile accessibility, refinement of AI-based evaluation techniques, and improvement of WCAG compliance criteria;

* There is a need for more specific guidelines for mobile accessibility;

* Manual testing is preferred for evaluating accessibility in mobile applications;

* Standards such as WCAG, EN 301 549, and specific methodologies are used for mobile accessibility testing;

* Tools such as Selenium are used to accelerate data collection in accessibility evaluations;

* Automated testing is useful for analyzing large volumes of content but is not sufficient on its own;

* Manual testing is widely recognized as the standard for identifying accessibility issues;

* Manual testing enables deeper analysis of user experience and WCAG compliance;

* Manual testing with users, although time-consuming, is the most reliable way to validate accessibility;

* Practical applications of AI include document transformation, interpretation of visual content, and identification of unlabeled elements;

* AI can improve the quality of reports and simplify accessibility implementation;

* AI can support test automation and facilitate accessibility audits;

* AI can generate recommendations and code to fix accessibility issues;

* AI can support assistive technologies such as screen readers, voice recognition, and computer vision;

* Manual testing remains irreplaceable compared to automated evaluations;

* Participants emphasize the importance of ensuring inclusion and accessibility in AI from the design stage;

* There is a need for regulations to guide the responsible use of AI in accessibility;

* Developers should actively participate in the creation of accessibility standards and regulations.
",NOT APPLICABLE
53,10.1007/978-3-031-35992-7_38,"Awareness, Understanding, and Attitudes of Digital Accessibility in Technology Professionals",2023,"CQ1, CQ2, CQ3",Included,,,"* A significant portion of participants reported knowing someone with a disability (43%), while others did not (38%) or preferred not to respond (18%);

* Most participants perceived an increase in the prioritization of digital accessibility (63%), while 23% did not notice any change and 12% were unsure;

* Most participants also perceived changes in attitudes toward digital accessibility (62%), while 25% did not notice changes and 14% were unsure;
","* The most commonly used resources include WCAG guidelines (12%), built-in accessibility tools (11%), non-academic tools (7%), and video tutorials (7%);

* The most commonly used tools include browser extensions (15%), web inspection tools (14%), contrast checkers (13%), code validators (8%), and color blindness simulators (7%);

* The most commonly used assistive technologies include keyboards (19%), the VoiceOver screen reader (13%), screen magnifiers (10%), and the NVDA screen reader (10%);

* Most professionals are highly likely to seek online resources for digital accessibility (65%), while only a few would not use such resources;

* Professionals also tend to seek help from companies or individuals, with 33% extremely likely and 27% moderately likely;

* Professionals show willingness to seek help directly from people with disabilities, with 38% extremely likely and 31% moderately likely.
",NOT APPLICABLE
